Ano;Mês;Países;"Bloco Econômico";Via;"Código NCM";"Descrição NCM";"Valor FOB (US$)";"Quilograma Líquido"
2020;06;Alemanha;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";4552;0
2020;06;Alemanha;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";123;0
2020;06;Alemanha;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";205955;602
2020;06;Alemanha;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";9673283;10063
2020;06;Alemanha;"União Europeia - UE";MARITIMA;29322000;Lactonas;44164;1992
2020;06;Alemanha;"União Europeia - UE";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";985;7
2020;06;Alemanha;"União Europeia - UE";MARITIMA;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";263866;5038
2020;06;Alemanha;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";2843053;9203
2020;06;Alemanha;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3287030;29779
2020;06;Argentina;"América do Sul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";215806;686
2020;06;Argentina;"América do Sul";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";74148;708
2020;06;Argentina;"América do Sul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";124516;17283
2020;06;Argentina;"América do Sul";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";548089;1464
2020;06;Argentina;"Mercado Comum do Sul - Mercosul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";215806;686
2020;06;Argentina;"Mercado Comum do Sul - Mercosul";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";74148;708
2020;06;Argentina;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";124516;17283
2020;06;Argentina;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";548089;1464
2020;06;Austrália;Oceania;AEREA;29322000;Lactonas;468;0
2020;06;Áustria;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";84894;240
2020;06;Áustria;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";84894;240
2020;06;Bélgica;Europa;AEREA;29322000;Lactonas;72;2
2020;06;Bélgica;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";135937;241
2020;06;Bélgica;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";25463;5613
2020;06;Bélgica;"União Europeia - UE";AEREA;29322000;Lactonas;72;2
2020;06;Bélgica;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";135937;241
2020;06;Bélgica;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";25463;5613
2020;06;Canadá;"América do Norte";AEREA;29322000;Lactonas;9900;0
2020;06;Canadá;"América do Norte";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";26036;0
2020;06;Canadá;"América do Norte";AEREA;29419059;"Outros macrolídios e seus sais";25348;0
2020;06;Canadá;"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1229822;747
2020;06;China;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;1014347;3227
2020;06;China;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";565023;1000
2020;06;China;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";1249998;7925
2020;06;China;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4051;126
2020;06;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;3684980;396605
2020;06;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";292828;25400
2020;06;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29419059;"Outros macrolídios e seus sais";920970;16820
2020;06;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";223716;20000
2020;06;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";70937;1416
2020;06;Cingapura;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1410202;1271
2020;06;Cingapura;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3956761;17663
2020;06;Cingapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1410202;1271
2020;06;Cingapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3956761;17663
2020;06;Colômbia;"América do Sul";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";300550;6957
2020;06;"Coreia do Sul";"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;18871;2
2020;06;"Coreia do Sul";"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";125;0
2020;06;Croácia;Europa;AEREA;29419059;"Outros macrolídios e seus sais";136661;400
2020;06;Croácia;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";136661;400
2020;06;Dinamarca;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";178121;462
2020;06;Dinamarca;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";161;18
2020;06;Dinamarca;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";235509;1278
2020;06;Dinamarca;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";774966;2284
2020;06;Dinamarca;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";178121;462
2020;06;Dinamarca;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";161;18
2020;06;Dinamarca;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";235509;1278
2020;06;Dinamarca;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";774966;2284
2020;06;Eslováquia;Europa;AEREA;29322000;Lactonas;202;0
2020;06;Eslováquia;"União Europeia - UE";AEREA;29322000;Lactonas;202;0
2020;06;Eslovênia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";13395;421
2020;06;Eslovênia;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";11105;314
2020;06;Eslovênia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";13395;421
2020;06;Eslovênia;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";11105;314
2020;06;Espanha;Europa;AEREA;29322000;Lactonas;14525;805
2020;06;Espanha;Europa;AEREA;29419059;"Outros macrolídios e seus sais";42500;125
2020;06;Espanha;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3716273;17537
2020;06;Espanha;Europa;MARITIMA;29322000;Lactonas;123696;13725
2020;06;Espanha;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";25531;378
2020;06;Espanha;"União Europeia - UE";AEREA;29322000;Lactonas;14525;805
2020;06;Espanha;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";42500;125
2020;06;Espanha;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3716273;17537
2020;06;Espanha;"União Europeia - UE";MARITIMA;29322000;Lactonas;123696;13725
2020;06;Espanha;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";25531;378
2020;06;"Estados Unidos";"América do Norte";AEREA;29322000;Lactonas;59247;164
2020;06;"Estados Unidos";"América do Norte";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";67525;0
2020;06;"Estados Unidos";"América do Norte";AEREA;29419059;"Outros macrolídios e seus sais";5238416;3571
2020;06;"Estados Unidos";"América do Norte";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";725760;811
2020;06;"Estados Unidos";"América do Norte";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";86597;0
2020;06;"Estados Unidos";"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";9394151;6949
2020;06;"Estados Unidos";"América do Norte";MARITIMA;29322000;Lactonas;124826;33597
2020;06;"Estados Unidos";"América do Norte";MARITIMA;29419059;"Outros macrolídios e seus sais";396472;523
2020;06;"Estados Unidos";"América do Norte";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";884096;7297
2020;06;Finlândia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";18733;30
2020;06;Finlândia;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";19657;30
2020;06;Finlândia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";18733;30
2020;06;Finlândia;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";19657;30
2020;06;França;Europa;AEREA;29322000;Lactonas;11938;101
2020;06;França;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";5455;4
2020;06;França;Europa;AEREA;29419059;"Outros macrolídios e seus sais";6996;0
2020;06;França;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1128152;1002
2020;06;França;Europa;MARITIMA;29322000;Lactonas;29914;20000
2020;06;França;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";368061;2580
2020;06;França;"União Europeia - UE";AEREA;29322000;Lactonas;11938;101
2020;06;França;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";5455;4
2020;06;França;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";6996;0
2020;06;França;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1128152;1002
2020;06;França;"União Europeia - UE";MARITIMA;29322000;Lactonas;29914;20000
2020;06;França;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";368061;2580
2020;06;Grécia;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";149816;1555
2020;06;Grécia;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";149816;1555
2020;06;"Hong Kong";"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;21109;4070
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;1162099;2241
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1736005;4190
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";1964585;4214
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30032029;"Medicamento contendo macrolídios/outros derivados, exceto em doses";53700;300
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30039069;"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses";39375;225
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";5600;400
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";169408;1415
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2891228;27017
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;13317;1750
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";8675;60
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";196211;9236
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";323460;8298
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2704699;33874
2020;06;Irlanda;Europa;AEREA;29419059;"Outros macrolídios e seus sais";104;2
2020;06;Irlanda;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";275592;4990
2020;06;Irlanda;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";104;2
2020;06;Irlanda;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";275592;4990
2020;06;Israel;"Oriente Médio";AEREA;29322000;Lactonas;83;0
2020;06;Israel;"Oriente Médio";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";153;1
2020;06;Israel;"Oriente Médio";AEREA;29419059;"Outros macrolídios e seus sais";117;0
2020;06;Itália;Europa;AEREA;29322000;Lactonas;1482874;357
2020;06;Itália;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";87221;151
2020;06;Itália;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4805448;26397
2020;06;Itália;"União Europeia - UE";AEREA;29322000;Lactonas;1482874;357
2020;06;Itália;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";87221;151
2020;06;Itália;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4805448;26397
2020;06;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;47490;420
2020;06;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";40;0
2020;06;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";724911;1746
2020;06;Japão;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;1372;30
2020;06;México;"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";734348;718
2020;06;"Países Baixos (Holanda)";Europa;AEREA;29322000;Lactonas;7400;2
2020;06;"Países Baixos (Holanda)";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";644887;318
2020;06;"Países Baixos (Holanda)";Europa;MARITIMA;29322000;Lactonas;208;2
2020;06;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;29322000;Lactonas;7400;2
2020;06;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";644887;318
2020;06;"Países Baixos (Holanda)";"União Europeia - UE";MARITIMA;29322000;Lactonas;208;2
2020;06;Polônia;Europa;AEREA;29322000;Lactonas;6188;3
2020;06;Polônia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";217545;1106
2020;06;Polônia;"União Europeia - UE";AEREA;29322000;Lactonas;6188;3
2020;06;Polônia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";217545;1106
2020;06;"Porto Rico";"América Central e Caribe";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3857665;6469
2020;06;"Porto Rico";"América Central e Caribe";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";169137;1015
2020;06;Portugal;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";26735;910
2020;06;Portugal;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";26735;910
2020;06;"Reino Unido";Europa;AEREA;29322000;Lactonas;2095;110
2020;06;"Reino Unido";Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";69061;40
2020;06;"Reino Unido";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";665815;776
2020;06;"Reino Unido";Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";84026;32
2020;06;Romênia;Europa;AEREA;29322000;Lactonas;10546;156
2020;06;Romênia;Europa;MARITIMA;29322000;Lactonas;7003;425
2020;06;Romênia;"União Europeia - UE";AEREA;29322000;Lactonas;10546;156
2020;06;Romênia;"União Europeia - UE";MARITIMA;29322000;Lactonas;7003;425
2020;06;Suécia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2100561;1348
2020;06;Suécia;Europa;RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";978430;4225
2020;06;Suécia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2100561;1348
2020;06;Suécia;"União Europeia - UE";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";978430;4225
2020;06;Suíça;Europa;AEREA;29322000;Lactonas;37291;85
2020;06;Suíça;Europa;AEREA;29419059;"Outros macrolídios e seus sais";85;0
2020;06;Suíça;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";94202;3
2020;06;Suíça;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";18991111;5995
2020;06;Suíça;Europa;MARITIMA;29322000;Lactonas;15069;25
2020;06;Suíça;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";46023;2669
2020;06;Suíça;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";454846;3362
2020;06;Ucrânia;Europa;AEREA;29322000;Lactonas;42;0
2020;06;Uruguai;"América do Sul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";80;21
2020;06;Uruguai;"América do Sul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";169142;13747
2020;06;Uruguai;"Mercado Comum do Sul - Mercosul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";80;21
2020;06;Uruguai;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";169142;13747
2020;05;Alemanha;Europa;AEREA;29322000;Lactonas;14515;11
2020;05;Alemanha;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";108;0
2020;05;Alemanha;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1257489;3385
2020;05;Alemanha;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3076742;2550
2020;05;Alemanha;Europa;MARITIMA;29322000;Lactonas;1184441;15202
2020;05;Alemanha;Europa;MARITIMA;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";121511;2518
2020;05;Alemanha;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";5010456;18166
2020;05;Alemanha;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3148903;27791
2020;05;Alemanha;Europa;RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";44343;207
2020;05;Alemanha;"União Europeia - UE";AEREA;29322000;Lactonas;14515;11
2020;05;Alemanha;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";108;0
2020;05;Alemanha;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1257489;3385
2020;05;Alemanha;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3076742;2550
2020;05;Alemanha;"União Europeia - UE";MARITIMA;29322000;Lactonas;1184441;15202
2020;05;Alemanha;"União Europeia - UE";MARITIMA;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";121511;2518
2020;05;Alemanha;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";5010456;18166
2020;05;Alemanha;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3148903;27791
2020;05;Alemanha;"União Europeia - UE";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";44343;207
2020;05;Argentina;"América do Sul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";500113;1499
2020;05;Argentina;"América do Sul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";123941;13120
2020;05;Argentina;"América do Sul";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";68217;205
2020;05;Argentina;"Mercado Comum do Sul - Mercosul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";500113;1499
2020;05;Argentina;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";123941;13120
2020;05;Argentina;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";68217;205
2020;05;Austrália;Oceania;AEREA;29322000;Lactonas;142;0
2020;05;Bélgica;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";210347;910
2020;05;Bélgica;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";210347;910
2020;05;Canadá;"América do Norte";AEREA;29322000;Lactonas;1268;0
2020;05;Canadá;"América do Norte";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";6283;0
2020;05;Canadá;"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";343653;32
2020;05;China;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;930209;2239
2020;05;China;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";57045;50
2020;05;China;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";324840;1703
2020;05;China;"Ásia (Exclusive Oriente Médio)";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";1250;100
2020;05;China;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";261;0
2020;05;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;3136170;526288
2020;05;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";284919;34204
2020;05;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29419059;"Outros macrolídios e seus sais";936202;24115
2020;05;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";447047;40000
2020;05;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";158762;3165
2020;05;Cingapura;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1865728;1680
2020;05;Cingapura;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4013944;41540
2020;05;Cingapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1865728;1680
2020;05;Cingapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4013944;41540
2020;05;Croácia;Europa;AEREA;29419059;"Outros macrolídios e seus sais";136653;400
2020;05;Croácia;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";136653;400
2020;05;Dinamarca;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";66607;538
2020;05;Dinamarca;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";569390;2500
2020;05;Dinamarca;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";790644;2612
2020;05;Dinamarca;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";66607;538
